timestamp,latitude,longitude,altitude,speed_knots,speed_kmh,course,satellites,hdop,fix_quality
2025-11-18T22:12:30.981917,43.07309432782953,-89.40106593600537,261.35135068563835,21.165766702494633,39.19899993302006,93.31485629650015,12,0.9932249460584842,1
2025-11-18T22:12:31.984087,43.07308405205163,-89.40092984606035,262.11496503645344,21.56395914886727,39.936452343702186,95.90148789770905,11,1.297987847959229,1
2025-11-18T22:12:32.985237,43.07305578745374,-89.40079268347998,262.7131723886317,22.46246474844137,41.60048471411342,105.753547556633,12,0.8221976286099695,1
2025-11-18T22:12:33.995510,43.07302231123058,-89.40065757793242,261.14635954000096,22.48620960385946,41.64446018634772,108.73681619297398,8,1.0561855569319378,1
2025-11-18T22:12:34.996695,43.07299511767797,-89.40051859473202,263.10847614292095,22.677908861473092,41.99948721144817,104.9947411961879,11,1.3172848250604932,1
2025-11-18T22:12:35.997761,43.07296300399673,-89.40038363184676,262.81020686533634,22.37214305603018,41.433208939767894,108.04226056486105,12,1.093268826854875,1
2025-11-18T22:12:36.998891,43.07296092430541,-89.40024294960884,264.776302418846,22.17807028365403,41.07378616532726,91.15934285212049,11,1.1926257123163293,1
2025-11-18T22:12:37.999830,43.072966885268265,-89.40009881700811,266.0546520099419,22.75373781367823,42.13992243093209,86.75957225141441,10,0.8566657456314171,1
2025-11-18T22:12:39.000893,43.072992207540416,-89.39995111070323,264.0683431930722,23.913164296876303,44.28718027781492,76.79234069801905,10,1.1629920577614505,1
2025-11-18T22:12:40.001397,43.073005616729226,-89.39979575276747,265.35737571324984,24.656954538152032,45.66467980465757,83.26136570593687,12,1.176971880641256,1
2025-11-18T22:12:41.003431,43.0730246997056,-89.39965016715922,263.4757301517926,23.31284632398984,43.17539139202919,79.82716232560695,8,1.3063903292254073,1
2025-11-18T22:12:42.004340,43.07304825677098,-89.39951027054258,261.8834420157162,22.627940475150204,41.90694575997818,77.01909413925932,11,1.4511965844294372,1
2025-11-18T22:12:43.005210,43.07308530172578,-89.39937324625527,260.5952710319103,23.028626026277554,42.64901540066603,69.69040268151994,11,1.2357834768184617,1
2025-11-18T22:12:44.006215,43.073131713466715,-89.39923337364903,258.70625357093525,24.213696134826293,44.8437652416983,65.57057091870142,11,0.8433783522124372,1
2025-11-18T22:12:45.007067,43.07318636457528,-89.39909559591793,259.7852782825905,24.710714407893363,45.76424308341851,61.49747343201404,10,0.8644387987572304,1
2025-11-18T22:12:46.009065,43.07325371420626,-89.39896489286798,259.618729679875,25.21027418544521,46.68942779144454,54.80057437221989,12,1.3943468514854316,1
2025-11-18T22:12:47.010531,43.073306748343946,-89.3988138095382,259.8402281817312,26.419513813132507,48.928939581921405,64.33383267431694,11,1.3077624309160734,1
2025-11-18T22:12:48.011792,43.073289038018814,-89.39864509863601,259.09712037745845,26.86426756421844,49.75262352893255,98.17775698685246,12,1.4631055010803637,1
2025-11-18T22:12:49.012926,43.07323657849336,-89.39849253066858,258.39858566103396,26.57756657855629,49.22165330348625,115.20677437255564,10,1.3296813019810156,1
2025-11-18T22:12:50.014068,43.073188183553434,-89.39833703467602,258.00621458208104,26.640036517872012,49.33734763109897,113.07695476395254,10,1.4589196678921055,1
2025-11-18T22:12:51.014900,43.07313571180282,-89.39819448618977,256.98178981903965,25.15895032063454,46.59437599381517,116.74401765782912,10,1.4405295210250193,1
2025-11-18T22:12:52.016719,43.07306948280782,-89.39806596944396,257.8481794284263,24.789327672634297,45.90983484971872,125.20182353494211,10,1.1500447052883362,1
2025-11-18T22:12:53.018352,43.07299814463233,-89.39795471266763,259.3010941037865,23.3329027503054,43.2125358935656,131.27598264161944,10,1.415129772902513,1
2025-11-18T22:12:54.019420,43.072935253541914,-89.39783347847099,258.8055420503982,23.43638371837317,43.40418264642711,125.38065634042047,12,1.491074764490677,1
2025-11-18T22:12:55.020671,43.07282397754329,-89.39787480665818,257.87436874861294,24.877597088012436,46.073309806999035,195.17918715294581,10,1.0091270272010835,1
2025-11-18T22:12:56.022343,43.07276320218354,-89.3980041060849,257.3011872586282,24.233901643150695,44.88118584311509,237.24050054282338,11,0.8800687924055135,1
2025-11-18T22:12:57.024571,43.07268929308871,-89.39811411674722,257.4001797470491,23.557639720556534,43.6287487624707,227.39496392246488,10,0.9021812797001565,1
2025-11-18T22:12:58.025504,43.07260388395318,-89.39819536948859,256.7654614570974,22.44143653585682,41.56154046440683,214.79694550153025,12,1.0576692612611487,1
