timestamp,latitude,longitude,altitude,speed_knots,speed_kmh,course,satellites,hdop,fix_quality
2025-11-18T22:24:30.673116,43.07315417700698,-89.40112885215716,258.39500506002616,16.198704103671705,30,43.81013923836438,10,1.1662152732288702,1
2025-11-18T22:24:31.677228,43.07321581217791,-89.40107017232063,257.39265917535886,16.198704103671705,30,34.81693598902508,11,1.444806876934773,1
2025-11-18T22:24:32.680902,43.073274948834204,-89.40100685703501,258.0561907522013,16.198704103671705,30,38.0288862165189,10,1.1457659059271461,1
2025-11-18T22:24:33.682351,43.07333551112554,-89.4009461196389,257.8586903713586,16.198704103671705,30,36.22624238744893,10,1.1505117830612615,1
2025-11-18T22:24:34.694214,43.07339580193067,-89.40089732621463,256.95247913871765,15.111958290463452,27.987346753938315,30.59066778384699,11,1.2846813324374882,1
2025-11-18T22:24:35.696061,43.0734615753309,-89.40084777564614,256.6351886710094,16.198704103671705,30,28.824370257168557,11,1.1143090086051548,1
2025-11-18T22:24:36.698241,43.073526988273294,-89.40079733872172,256.4591155045584,16.198704103671705,30,29.389893062712073,11,1.2406291150196636,1
2025-11-18T22:24:37.699841,43.07359365853989,-89.40075676289571,257.2587256292997,15.742751252697712,29.155575319996164,23.968599022418083,11,1.1075379154502618,1
2025-11-18T22:24:38.701897,43.0736555233793,-89.40072347557951,259.18777820916375,14.342415915929848,26.56215427630208,21.4570252090867,11,1.2106185945805212,1
2025-11-18T22:24:39.703669,43.07370734846329,-89.40068244266755,257.31618468488165,12.917661779032102,23.923509614767454,30.043385010825613,12,0.9826711364044644,1
2025-11-18T22:24:40.705516,43.07375153178917,-89.40061474849067,255.36264611393293,14.308060719894835,26.498528453245235,48.218770793433606,12,1.0467902860623344,1
2025-11-18T22:24:41.707011,43.07379108900282,-89.40055278074855,256.97195861613557,12.970748670573828,24.02182653790273,48.85026127814163,10,1.3627330176670374,1
2025-11-18T22:24:42.707895,43.073831968225356,-89.40050718495232,257.8662975668249,11.377351625506261,21.070855210437596,39.171620945034135,11,1.2076421215702084,1
2025-11-18T22:24:43.709491,43.073868465194934,-89.40046504798434,257.7906577423284,10.301444804933857,19.078275778737503,40.142840059229044,10,0.8900887187838363,1
2025-11-18T22:24:44.711335,43.07390856194736,-89.40042772616026,257.8792223219205,10.461905450047984,19.37544889348887,34.212598780968094,8,1.2167439899454364,1
2025-11-18T22:24:45.712614,43.073947692805206,-89.40038487908834,258.168855354873,10.811677421413318,20.023226584457465,38.65441342829532,10,1.0034299969685083,1
2025-11-18T22:24:46.713815,43.07398698594233,-89.4003421909844,258.1008300116229,10.823447795700721,20.045025317637737,38.435040623010586,12,1.1999045898486609,1
2025-11-18T22:24:47.715429,43.07402829492962,-89.4002944780778,259.17875429500623,11.661710988616854,21.597488750918412,40.15478765918642,11,0.8447268415279624,1
2025-11-18T22:24:48.717596,43.07407339427272,-89.40025176053089,257.76028907837514,11.83306658788652,21.914839320765836,34.67913057107572,11,1.4938096294849035,1
2025-11-18T22:24:49.719611,43.07411799315747,-89.40021377837773,256.72569230900575,11.333072042192926,20.9888494221413,31.885659735046687,10,0.9279114062188311,1
2025-11-18T22:24:50.722845,43.07416087044751,-89.40016592781873,258.3732809095264,11.936025800242271,22.105519782048688,39.18681615244715,11,1.3934598787785375,1
2025-11-18T22:24:51.723918,43.074204326698734,-89.40010387253781,256.5069192220936,13.549074344221264,25.092885685497784,46.20870412141953,11,1.1004827423301775,1
2025-11-18T22:24:52.725461,43.07421394349173,-89.4000096060958,256.7362221632694,15.001632879943658,27.783024093655655,82.04951766124833,10,1.2380106230106276,1
