timestamp,latitude,longitude,altitude,speed_knots,speed_kmh,course,satellites,hdop,fix_quality
2025-11-18T13:59:33.684264,43.0751,-89.4012,259.8337103411972,25.19698540581932,46.66481697157738,90,10,1.3686381437990125,1
2025-11-18T13:59:34.687585,43.07509238939618,-89.40102568851451,265.42566723570354,24.19196105189493,44.80351186810941,95,10,1.1872549701045356,1
2025-11-18T13:59:35.692090,43.075069615506024,-89.40085270364467,264.7531158786584,20.892619797829493,38.69313186558022,100,12,1.1016157474551078,1
2025-11-18T13:59:36.694470,43.075031851652575,-89.4006823619098,267.05343821834225,16.48008752745473,30.521122100846164,105,10,1.2661931967050915,1
2025-11-18T13:59:37.698916,43.07497938524157,-89.40051595971335,262.89570875718255,25.10534473099944,46.49509844181097,110,12,0.843397822299966,1
2025-11-18T13:59:38.701704,43.07491261557407,-89.40035476347653,269.4765701602991,21.11702537627385,39.10873099685917,115,11,1.4233599817335287,1
2025-11-18T13:59:39.705094,43.074832050807565,-89.4002,259.7875429498979,23.768797220009308,44.01981245145724,120,12,1.2256461594443318,1
2025-11-18T13:59:40.707314,43.07473830408858,-89.4000528471273,255.02350176454698,26.07407166679761,48.28918072690918,125,12,1.1726314352802123,1
2025-11-18T13:59:41.710734,43.07463208888623,-89.39991442478063,268.41840979913724,18.360859185979162,34.00431121243341,130,12,1.1174137796702583,1
2025-11-18T13:59:42.712584,43.07451421356237,-89.39978578643763,269.178265282559,17.5863348587601,32.569892158423706,135,12,0.8500348506186975,1
2025-11-18T13:59:43.718381,43.07438557521937,-89.39966791111377,267.7771338595184,16.48149297710426,30.523724993597092,140,12,1.2803889651310325,1
2025-11-18T13:59:44.721958,43.0742471528727,-89.39956169591143,258.5041939761815,17.80275307038232,32.97069868634806,145,12,1.1613457792568789,1
2025-11-18T13:59:45.730587,43.074099999999994,-89.39946794919243,261.85231425543105,25.091920561806155,46.470236880465,150,11,1.0994524536522698,1
2025-11-18T13:59:46.733707,43.07394523652348,-89.39938738442594,259.82254672314656,17.85792098129951,33.072869657366695,155,11,1.2120010872844182,1
2025-11-18T13:59:47.735866,43.07378404028665,-89.39932061475844,269.9327320950546,17.97271598188339,33.285469998448036,160,11,0.8860976932863079,1
2025-11-18T13:59:48.738716,43.073617638090205,-89.39926814834743,264.9780035578597,22.689860835023524,42.02162226646357,165,11,1.3233597840307432,1
2025-11-18T13:59:49.741228,43.07344729635533,-89.39923038449398,258.32674087936164,23.26817977716924,43.092668947317435,170,10,1.1910895021746832,1
2025-11-18T13:59:50.743172,43.07327431148549,-89.39920761060382,260.9386063105142,24.866660625769523,46.05305547892516,175,11,1.0894864870472838,1
